texto,prioridade
O gateway de pagamento retorna erro em todas as transações,alto
Estou com um problema: Não consigo fazer login no sistema,alto
Parte dos usuários não consegue acessar,medio
Problema: Aplicação está fora do ar após a atualização,alto
"Problema: A autenticação funciona, mas com lentidão por favor me ajudem",medio
Urgente: O sistema de autenticação falha ao validar credenciais após a atualização,alto
Dados de clientes expostos,alto
Urgente: Falha intermitente no login o que devo fazer?,medio
Verificar: O módulo financeiro não calcula valores corretamente isso está me impedindo de trabalhar,alto
Ícones não padronizados,baixo
"Olá, Algumas transações estão sendo rejeitadas após a atualização",medio
Gateway de pagamento não responde,alto
Timeout em algumas requisições isso está me impedindo de trabalhar,medio
A aparência da página de checkout não é moderna,baixo
O botão de login não funciona,alto
Não consigo acessar o sistema,alto
Clientes não conseguem finalizar compras,alto
"Olá, O sistema de login está fora do ar preciso de uma solução",alto
"Olá, O pagamento não é processado isso está me impedindo de trabalhar",alto
Erro 500 ao acessar o sistema,alto
Problema: Sistema inoperante na parte de pagamentos por favor me ajudem,alto
"Preciso de ajuda com: O sistema de pagamento está instável, mas funciona o que devo fazer?",medio
O pagamento não é processado,alto
Preciso de ajuda com: Erro 500 ao acessar o sistema após a atualização,alto
Problema: Design péssimo no login aconteceu agora,baixo
Sistema de pagamento processa com atraso desde ontem,medio
"Bom dia, Alguns usuários relatam problemas no checkout após a atualização",medio
Estou com um problema: A página de checkout tem cores desarmoniosas após a atualização,baixo
Relatórios apresentando informações incompletas,medio
Estou com um problema: Erro de autenticação em todos os acessos aconteceu agora,alto
Urgente: Menu com item duplicado após a atualização,baixo
Emails de confirmação não chegando,medio
Urgente: O sistema de login está fora do ar isso está me impedindo de trabalhar,alto
"Bom dia, O botão de compra não responde aos cliques o que devo fazer?",alto
"Bom dia, Checkout não funciona de jeito nenhum por favor me ajudem",alto
Estou com um problema: Pequena falha no design responsivo por favor me ajudem,baixo
A interface do gateway de pagamento não é atraente aconteceu agora,baixo
Clientes não conseguem finalizar compras,alto
Estou com um problema: Interface do login extremamente feia aconteceu agora,baixo
O formulário de login está lento,medio
Verificar: Os campos do formulário de login têm tamanho desproporcional o que devo fazer?,baixo
Aplicação está fora do ar,alto
Urgente: Tela de pagamento visualmente terrível mas que funciona após a atualização,baixo
O design do módulo de autenticação é pouco atraente,baixo
Estou com um problema: Espaçamento incorreto entre elementos desde ontem,baixo
Estou com um problema: Sistema de pagamento processa com atraso após a atualização,medio
"Bom dia, Erro de autenticação em todos os acessos após a atualização",alto
Alguns usuários relatando erros,medio
Problema: Os campos do formulário de login têm tamanho desproporcional isso está me impedindo de trabalhar,baixo
Problema: O checkout falha ao finalizar o que devo fazer?,alto
Aparência de login horrível mas operante,baixo
Verificar: A interface de login tem aparência antiquada preciso de uma solução,baixo
O visual do sistema de autenticação é antiquado,baixo
Estou com um problema: Formato de data inconsistente o que devo fazer?,baixo
"Olá, Algumas imagens não carregam após a atualização",medio
Estou com um problema: O checkout falha ao finalizar isso está me impedindo de trabalhar,alto
Preciso de ajuda com: O botão de pagamento está com cor errada por favor me ajudem,baixo
Atraso no processamento de dados,medio
Relatórios apresentando informações incompletas,medio
"Olá, A interface está feia por favor me ajudem",baixo
Problema: Pequena falha no design responsivo aconteceu agora,baixo
O botão de pagamento está com cor errada,baixo
Estou com um problema: Não consigo fazer login no sistema preciso de uma solução,alto
"Bom dia, Alguns usuários relatando erros isso está me impedindo de trabalhar",medio
Validação de formulários com falhas,medio
Estou com um problema: A autenticação de usuários está completamente inoperante preciso de uma solução,alto
Preciso de ajuda com: O botão de login tem cor inadequada o que devo fazer?,baixo
O formulário de autenticação tem design pouco profissional,baixo
Sistema financeiro fora do ar,alto
Rodapé com informações desatualizadas desde ontem,baixo
"Olá, Clientes não conseguem fazer login isso está me impedindo de trabalhar",alto
"Bom dia, O login falha ocasionalmente desde ontem",medio
Problema: A estética do sistema de pagamento precisa ser melhorada por favor me ajudem,baixo
Problema: Rodapé com informações desatualizadas após a atualização,baixo
Urgente: O sistema tem aparência amadora desde ontem,baixo
"Olá, Gateway de pagamento não responde isso está me impedindo de trabalhar",alto
"Sistema lento para fazer login, mas funciona preciso de uma solução",medio
Preciso de ajuda com: A aparência da página de checkout não é moderna desde ontem,baixo
"Olá, Cálculos incorretos em alguns cenários após a atualização",medio
Relatórios apresentando informações incompletas,medio
Problema: Cálculos incorretos em alguns cenários o que devo fazer?,medio
A tela de login trava ao tentar acessar,alto
Preciso de ajuda com: Atraso no processamento de dados,medio
"Bom dia, Pesquisa retornando resultados incompletos o que devo fazer?",medio
Problema: Ícones não padronizados preciso de uma solução,baixo
Urgente: Design péssimo no login aconteceu agora,baixo
"UI do login é terrível, mas funciona",baixo
"Bom dia, A autenticação funciona, mas com lentidão",medio
Problema: Aplicação está fora do ar aconteceu agora,alto
Sistema inoperante na parte de pagamentos,alto
Não consigo fazer login no sistema,alto
Falha intermitente no login,medio
"Olá, Formato de data inconsistente aconteceu agora",baixo
Estou com um problema: Ícones não padronizados preciso de uma solução,baixo
Tela de pagamento visualmente terrível mas que funciona,baixo
Pesquisa retornando resultados incompletos,medio
Sistema não está respondendo,alto
Verificar: Mensagem de erro com texto confuso desde ontem,baixo
"Olá, Aplicação está fora do ar por favor me ajudem",alto
Estou com um problema: Badge de notificação mostrando número errado após a atualização,baixo
"Olá, Algumas funcionalidades estão lentas",medio
"O sistema de pagamento está instável, mas funciona",medio
"Bom dia, O gateway de pagamento retorna erro em todas as transações por favor me ajudem",alto
O formulário de login está lento,medio
Preciso de ajuda com: Erro 500 ao acessar o sistema,alto
Estou com um problema: O botão de login não funciona aconteceu agora,alto
Estou com um problema: Erro de ortografia na interface o que devo fazer?,baixo
Urgente: Apenas alguns clientes não conseguem efetuar pagamento o que devo fazer?,medio
"Olá, A tela de pagamento tem design ultrapassado desde ontem",baixo
Problema: A tela de login não permite acesso preciso de uma solução,alto
Urgente: O botão de compra não responde aos cliques desde ontem,alto
Cálculos incorretos em alguns cenários,medio
Erro de autenticação em todos os acessos,alto
Problema: O botão de login tem cor inadequada após a atualização,baixo
Problema: Checkout por vezes apresenta travamentos preciso de uma solução,medio
"Olá, Notificações com atraso aconteceu agora",medio
"Olá, Timeout em algumas requisições preciso de uma solução",medio
O formulário de autenticação tem design pouco profissional,baixo
Aparência de login horrível mas operante,baixo
O botão de login tem cor inadequada,baixo
Checkout por vezes apresenta travamentos,medio
Algumas transações estão sendo rejeitadas,medio
Preciso de ajuda com: O botão de compra não responde aos cliques por favor me ajudem,alto
"Bom dia, Falha intermitente no login por favor me ajudem",medio
"Bom dia, Sistema de pagamento processa com atraso desde ontem",medio
"Olá, O visual do sistema de autenticação é antiquado após a atualização",baixo
"Olá, Performance degradada o que devo fazer?",medio
Estou com um problema: Erro de banco de dados crítico aconteceu agora,alto
Preciso de ajuda com: Sistema está instável o que devo fazer?,medio
"Bom dia, Notificações com atraso após a atualização",medio
Estou com um problema: O módulo financeiro não calcula valores corretamente,alto
Verificar: O checkout falha ao finalizar isso está me impedindo de trabalhar,alto
Login feio demais o que devo fazer?,baixo
"Olá, Sistema financeiro fora do ar",alto
Urgente: A tela de login trava ao tentar acessar desde ontem,alto
Relatórios apresentando informações incompletas preciso de uma solução,medio
Verificar: Login com aparência horrível mas que funciona o que devo fazer?,baixo
Estou com um problema: Não consigo acessar o sistema aconteceu agora,alto
A página de checkout tem cores desarmoniosas,baixo
"O sistema de pagamento está instável, mas funciona",medio
Falha crítica no servidor,alto
Urgente: Tradução incompleta em página secundária aconteceu agora,baixo
Estou com um problema: Relatórios apresentando informações incompletas,medio
"Olá, A tela de login é feia por favor me ajudem",baixo
"Bom dia, Login quebrado completamente isso está me impedindo de trabalhar",alto
Mensagem de erro com texto confuso,baixo
"Estou com um problema: Login funciona, mas está lento por favor me ajudem",medio
Relatórios apresentando informações incompletas,medio
"Olá, A autenticação de usuários está completamente inoperante por favor me ajudem",alto
Login extremamente feio isso está me impedindo de trabalhar,baixo
Urgente: Login com aparência horrível mas que funciona desde ontem,baixo
O formulário de autenticação tem design pouco profissional,baixo
"Bom dia, Alguns botões não funcionam corretamente preciso de uma solução",medio
Estou com um problema: Emails de confirmação não chegando,medio
"Olá, O sistema de autenticação tem design ultrapassado após a atualização",baixo
